"em","country","sector","units","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023"
"CH4","abw","1A2g_Ind-Comb-other","ktCH4",0.00035775296666934,0.000364474506417106,0.00028341626504348,0.000317559100115124,0.00029692997278723,0.000268722306066047,0.000261473687742998,0.000282568745751478,0.00026743407075395,0.000287233730402046,0.000288253554745433,0.000251574789703984,0.000267029606129964,0.000248573951461385,0.000248860542652445,0.000250499178715103,0.000262029035591998,0.00022449908110885,0.000229610086023676,0.000229926892415917,0.000837133834932143,0.000960463045960166,0.000822163564469678,0.000775733346020431,0.000792553873418644,0.000856710562941852,0.000723583748321475,0.000846458737013124,0.00072607238477148,0.000767526892933709,0.000699912747017444,0.000678482916593195,0.00108139286507485,0.00105547761582151,0.00101873714600618,0.000969955626629216,0.000939518564447656,0.000848585318256761,0.000698819164012431,0.00080562700349723,0.000838032177477687,0.00140194940139774,0.0017061986346454,0.00119265397485566,0.00130113256769927,0.00135976527270162,0.00131170662533829,0.00215805293027221,0.00174915868330203,0.00148541360910365,0.0014757767017968,0.00176243639181724,0.00184603964950151,0.00195007398577241
"CH4","abw","1A2g_Ind-Comb-textile-leather","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","1A2g_Ind-Comb-transpequip","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","1A2g_Ind-Comb-wood-products","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","1A3aii_Domestic-aviation","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","1A3b_Road","ktCH4",0.000969896614720971,0.00103283621121545,0.000929063658045796,0.00109823709947999,0.00105260621052396,0.00123777249783485,0.00280457712966551,0.00145092383904668,0.00127272293289039,0.00111172384438031,0.00189465609680198,0.00224963675244546,0.00283514163299525,0.00152470906805175,0.00427764671145903,0.00469742740316326,0.000867887567681957,0.00226767024322826,0.00319136145081134,0.00370806660601152,0.0179980587405495,0.0196726093199421,0.0183254848428768,0.0186411286713385,0.0210897340873374,0.0224678016810822,0.0144404040418211,0.0243093682604679,0.0249591863638073,0.0248023685892917,0.019739159017436,0.0193705985575573,0.0196272320241359,0.0215965162203794,0.0221591550934379,0.0241055027796973,0.0244148012160523,0.0256097563999246,0.0245648245825388,0.0289746942783103,0.0296724174615789,0.0174650438515006,0.0208215049228281,0.0224414496501196,0.0243848857881436,0.0245814706755013,0.0238171095208473,0.0237098403296303,0.0237459760476278,0.0240313211696887,0.0201037579562788,0.0200859168499217,0.0199741721920201,0.0195772091595234
"CH4","abw","1A3c_Rail","ktCH4",0.000252517966548553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","1A3di_Oil_Tanker_Loading","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","1A3dii_Domestic-navigation","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31102729216375e-07,7.58544845797405e-07,0.000790864197357931,0.000848181043464517,0.000739734323506271,0.000907398955480749,0.000905190563319541,0.000920309245009653,0.000894143583841203,0.00101637971925428,0.000934364916662377,0.000923643757894927,0.00120300909238999,0.00119617661075065,0.00137254834304818,0.00134011117311639,0.00130471957005032,0.00133601755149451,0.0013582920414946,0.00136583714153921,0.00200496828964984,0.00215150228982281,0.00202759219191231,0.00137565757726188,0.00139606507017715,0.00133844900913666,0.0012905161013453,0.00135904140784049,0.00133026370684893,0.00129848257477655,0.00126663459062356,0.00123765633250462,0.00119686364200466,0.0011379853838667,0.00117767472475548,0.0011407539640739
"CH4","abw","1A3eii_Other-transp","ktCH4",0,0,0,0,0,0,0,0,0,0,0,4.81075696166294e-06,5.62019579076766e-06,4.50691978351898e-06,1.40131367357288e-05,1.62049086579713e-05,2.83910436709511e-06,1.0170247761355e-05,8.83658583720759e-06,9.16826920950583e-06,0.00176786566701503,0.00177137126097701,0.00162878110239825,0.0016393454728713,0.00179542715998026,0.00191984839153544,0.00127278782143521,0.00195556850763473,0.00194469607681968,0.00192944119681102,9.80905784859927e-05,0.000125003125127074,0.000146876217079308,0.000195880514492102,0.000211378084158517,0.000226946672752908,0.00023719023118128,0.000277739114108936,0.000297085736277686,0.000415882625398234,0.000306084567457669,0.000272263958353027,0.000380010394826438,0.000420134810598923,0.000439821757636533,0.000403414559327849,0.000400656414714744,0.000349306642943198,0.000383875321171871,0.000337303133784578,0.000361589281871701,0.000345647014464119,0.00035128954084203,0.000355895473464449
"CH4","abw","1A4a_Commercial-institutional","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000252159910474698,0.000234506036825672,0.000125913384993741,8.54119338813994e-05,9.82882743833693e-05,0.000142543913580352,0.00011848432986694,0.00013972780847046,0.000140641455242459,0.000150380609162833,0.00024101922960199,0.000238873260811629,0.000260429826666927,0.000271138596038992,0.000248965683998094,0.000274442083136061,0.000302938831913142,0.00028711564106981,0.000412022815372009,0.000731249743766281,0.000979704898756774,0.00154907505220083,0.00230319868854968,0.00227947987520349,0.00168381359936326,0.00174263635364477,0.00223450612499175,0.00213926919694715,0.00183262459200934,0.00212993076928732,0.00160471278467117,0.0016805364176432,0.0017895579194518,0.00181754220892561
"CH4","abw","1A4b_Residential","ktCH4",0.00370919627793575,0.00367725864436249,0.00364021637193647,0.00360266934629677,0.00359091663419905,0.00354450710299143,0.00365532189669107,0.00348822367901689,0.00343828551381272,0.00341085844353527,0.00377906547141968,0.00379723762281733,0.00384267177571811,0.00384993581537217,0.00415184507646897,0.00422947883712622,0.00402115719039457,0.00348941216936516,0.003573296717508,0.00385313740487788,0.00679045266128799,0.00713282234593517,0.00723329772286725,0.0070147463368565,0.0069833004832732,0.00719533087749133,0.0061965046098137,0.00708098243563679,0.00738008464740462,0.0075475312458016,0.00617943061648663,0.0063165805852206,0.00651794586357474,0.00731268014219327,0.00737746252426162,0.00761688262775358,0.00794967197117791,0.00762349093165584,0.00781138012045942,0.0100253136195844,0.0102801303239663,0.012927963358451,0.0147512610946937,0.0146839481361684,0.0165631236599687,0.0166747780019121,0.0171325846977821,0.0167326110512652,0.0166306087159397,0.0166400357348253,0.0135977881096988,0.0137918091104466,0.0135855088114445,0.0134932599047266
"CH4","abw","1A4c_Agriculture-forestry-fishing","ktCH4",1.95892875690034e-05,1.84091468105014e-05,1.78724685160442e-05,1.78113788044957e-05,1.74440307832559e-05,1.60654742108807e-05,4.79468777342071e-05,3.08059273523691e-05,3.11562010196737e-05,3.34020535258771e-05,3.32360468632496e-05,1.37926915693352e-05,1.40907267059699e-05,1.31796129666931e-05,0.000116061086870146,0.000139164004262805,4.40097843632906e-05,7.43014772460254e-05,9.43642681783862e-05,0.000105043250692341,0.000286410010578001,0.000312611560593133,0.000262274151928723,0.000240134005498791,0.000245420667133062,0.000218826622248643,0.000186011361852182,0.00023129624412405,0.000257767798604122,0.000216783003000874,0.000133711565926974,0.000135692094195279,0.000117573973942647,0.000121838026396833,0.000139472856654078,0.000166323836050241,0.000126603864496665,0.00017672320997888,0.000126572425632594,0.000220187801565625,0.000183668278174509,9.24048605952199e-05,7.94499244181598e-05,0.000107177114431902,7.57623578946495e-05,7.57029100161977e-05,7.57824040089628e-05,7.58768660288131e-05,0.000189977407417852,0.000190328817160208,0.000171695194350441,0.000190114723767579,0.000189455269975441,0.000190071323631337
"CH4","abw","1A5_Other-unspecified","ktCH4",0.000949381476364269,0.000951216785191314,0.000924866023389817,0.00112700725472983,0.000912797160227778,0.000496469169625314,0.00105086490521257,0.000572247403487129,0.000563082693683942,0.000698407100911117,0.000578979971110189,0.000702764708315779,0.000701962794026744,0.000388169937902397,0.000774280462874431,0.00091622164878247,0.000172310080550175,0.000429897701512688,0.00065192546076957,0.000750776230425701,0.000502882736195179,0.000510359948688739,0.000468962636873304,0.00045611576544865,0.000399041610101843,0.000382935453495801,0.00029381626204343,0.000298379626859183,0.000297845998112345,0.000308089593879893,0.000327431145423217,0.00039234301705645,0.00037201849665726,0.000568766398246779,0.000558610846844972,0.000537842923426832,0.000555018681647661,0.000563341820374018,0.000533954290453117,0.00053761516209631,0.000552243878910761,0.000364181800334772,0.000365994787370924,0.000384714858319231,0.000149899189537856,0.000166922558275677,0.000119568461020995,0.000135333550026727,0.000167285483643033,0.000153166397996977,0.000135520205800647,0.000139611284900611,0.000150176743872418,0.000152156311938552
"CH4","abw","1B1_Fugitive-solid-fuels","ktCH4",0.0042003969379076,0.0041236480838705,0.0042603215434084,0.0043954508134408,0.0043540837294893,0.0044178644280559,0.0051144399813171,0.0049662368193604,0.0050298090990187,0.0056005278762488,0.0038654469587546,0.0038323916150548,0.0037670552334452,0.0035302570327003,0.0042125512544305,0.0047633633633634,0.0048880917544947,0.0042102378854626,0.0046009870725924,0.0042920302571861,0.01320113005636,0.013164320135268,0.010917841541756,0.011059459459459,0.011198585106383,0.011094507042254,0.011560736955013,0.011658982423682,0.012165250315524,0.012304844473083,0.022011105273034,0.022432676005094,0.023689134801762,0.02400435272045,0.024249888678156,0.024596329456747,0.024710558006346,0.024606695201622,0.024735968402575,0.02466003960396,0.02459739505581,0.053092380683423,0.054751143497758,0.054294630350195,0.068844173531027,0.065383043478261,0.067542783310902,0.06907538684771,0.070152746304118,0.07025947826087,0.069083335915311,0.07411877603497,0.077388722036513,0.0775473354397576
"CH4","abw","1B2_Fugitive-petr","ktCH4",0.00030142940617057,0.00034546654310643,0.00037876977670049,0.0005386140994655,0.00046800755898265,0.00037412762032422,0.00044100925871702,0.000729147415153588,0.00051396735420911,0.0005227553452131,0.000661180330542849,0.00054729975832954,0.000648735682273592,0.00057924921955554,0.00049620384505844,0.00013492623694836,5.5113964788492e-05,7.41398047688608e-05,7.15021315920118e-05,9.43407502845093e-05,0.00011851702721222,0.0059978243187829,0.00097193752528851,0.0011826627014181,0.0014779342481632,0.0014726167234388,0.0012303906012526,0.0018579721128068,0.0016221162934115,0.0020336294083923,1.828270309233,1.8252595970322,1.8227990729565,1.9604405848203,2.1921793716834,2.2091740749125,1.20710257162839,1.2339865326215,1.106456264184,0.979610401958489,0.61467236148663,0.81742072244181,0.10711126101513,0.107663591211686,0.1082075527689,0.108676196572039,0.109067430461266,0.109407406434525,0.109708677450829,0.109986934708943,0.110253685087961,0.11051102074772,0.110754757368549,0.110981756710694
"CH4","abw","1B2b_Fugitive-NG-distr","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","1B2b_Fugitive-NG-prod","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","1B2d_Fugitive-other-energy","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","2A1_Cement-production","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","2A2_Lime-production","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","2Ax_Other-minerals","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","2B2_Chemicals-Nitric-acid","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","2B3_Chemicals-Adipic-acid","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","2B_Chemical-industry","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","2C1_Iron-steel-alloy-prod","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","2C3_Aluminum-production","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","2C4_Non-Ferrous-other-metals","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","2D_Chemical-products-manufacture-processing","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","2D_Degreasing-Cleaning","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","2D_Other-product-use","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","2D_Paint-application","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","2H_Pulp-and-paper-food-beverage-wood","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","2L_Other-process-emissions","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","3B_Manure-management","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.0173438664557239,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017343866455724,0.017406729149512,0.017469920108019,0.017562162494204,0.017605821701899,0.0176419060204349
"CH4","abw","3D_Rice-Cultivation","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","3D_Soil-emissions","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","3E_Enteric-fermentation","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.033937,0.0339370000000001,0.033937,0.033937,0.034060004362638,0.034183651045708,0.034364143086969,0.034449571704362,0.0345201784241082
"CH4","abw","3I_Agriculture-other","ktCH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH4","abw","5A_Solid-waste-disposal","ktCH4",0.31002665638282,0.3502060672978,0.35239826025789,0.35461886325125,0.35622150919749,0.35692893037475,0.35648548665458,0.35513326192608,0.35346043868773,0.35249304331398,0.3528664389761,0.35524902843539,0.35946239104144,0.36427780512866,0.36798593725104,0.36922734802936,0.36719935214759,0.36256956674296,0.35796367520214,0.35707942514367,0.36270831601538,0.37558615844268,0.39290027727003,0.41414996673927,0.43606911704465,0.45172808281779,0.46109323358234,0.47120705178551,0.47602689634483,0.47905535690391,0.48693848416268,0.48864789268277,0.48920931273233,0.49341917896832,0.50132597614439,0.50286779180104,0.50160768621521,0.49916255031281,0.49420167183922,0.48027697321796,0.47152232499579,0.47346699955356,0.47342494891468,0.47750786319094,0.47962511648375,0.48019404333469,0.48285753901563,0.48689171698162,0.4908427401272,0.49402919792947,0.49723634161031,0.50072006771164,0.50422820141663,0.505261651109737
"CH4","abw","5C_Waste-combustion","ktCH4",0.0229972236425563,0.0235022905481993,0.0237195408608105,0.0237898771450055,0.0239608849213602,0.0242661885602621,0.02487922833331,0.0253566891039397,0.0258626359705828,0.0265552469539336,0.0271998813126672,0.0282469866760613,0.0292116703152317,0.0303869659189821,0.0311913509665356,0.0317564478036595,0.031537046176467,0.0305753109306,0.0295139006968769,0.0286481845611951,0.0283694064225713,0.029189893560154,0.030438495873822,0.0325491073705518,0.035143324158695,0.0374643330725554,0.0390289965403633,0.0402188736469931,0.0409824922415876,0.0412496942425856,0.0415894918027031,0.0419866926310769,0.0422730623107493,0.0420889237513384,0.0414918050939986,0.0405283329812559,0.0399723030511131,0.0396220729627268,0.0392449600045085,0.0398543039874944,0.0409316444576826,0.0420501625171271,0.0433824760972285,0.0448336640127569,0.0464517235003398,0.0464517235003398,0.0464517235003398,0.0464517235003398,0.0464517235003398,0.0464517235003398,0.0464517235003398,0.0464517235003398,0.0464517235003398,0.0464517235003398
